Test name,Total connections,Duration,Conn Rate,Reply Size
4KB,1000,0.200,5006.5,483.0
4KB,1000,0.211,4731.8,483.0
10KB,1000,0.202,4954.0,483.0
10KB,1000,0.205,4881.6,483.0
10KB,1000,0.202,4947.3,483.0
10KB,1000,0.208,4798.1,483.0
10KB,1000,0.206,4860.8,483.0
10KB,1000,0.217,4610.5,483.0
10KB,1000,0.206,4859.4,483.0
10KB,1000,0.207,4840.6,483.0
10KB,1000,0.205,4879.8,483.0
10KB,1000,0.205,4875.1,483.0
10KB,1000,0.249,4013.1,483.0
10KB,1000,0.226,4430.0,483.0
10KB,1000,0.218,4588.3,483.0
10KB,1000,0.213,4693.8,483.0
10KB,1000,0.213,4690.6,483.0
10KB,1000,0.211,4732.7,483.0
10KB,1000,0.214,4682.2,483.0
10KB,1000,0.205,4888.8,483.0
10KB,1000,0.215,4646.0,483.0
10KB,1000,0.206,4846.0,483.0
10KB,1000,0.210,4757.9,483.0
10KB,1000,0.200,4990.4,483.0
10KB,1000,0.237,4213.5,483.0
10KB,1000,0.209,4792.9,483.0
10KB,1000,0.202,4951.4,483.0
10KB,1000,0.199,5023.7,483.0
10KB,1000,0.208,4816.1,483.0
10KB,1000,0.205,4881.9,483.0
10KB,1000,0.202,4961.5,483.0
10KB,1000,0.205,4877.6,483.0
10KB,1000,0.208,4802.0,483.0
10KB,1000,0.204,4913.4,483.0
10KB,1000,0.202,4959.2,483.0
10KB,1000,0.213,4695.1,483.0
10KB,1000,0.237,4225.2,483.0
10KB,1000,0.204,4902.9,483.0
10KB,1000,0.218,4585.8,483.0
10KB,1000,0.203,4918.5,483.0
10KB,1000,0.213,4705.6,483.0
10KB,1000,0.212,4721.3,483.0
10KB,1000,0.219,4566.3,483.0
10KB,1000,0.216,4629.5,483.0
10KB,1000,0.209,4776.8,483.0
10KB,1000,0.217,4598.0,483.0
10KB,1000,0.202,4938.9,483.0
10KB,1000,0.208,4800.5,483.0
10KB,1000,0.204,4901.4,483.0
10KB,1000,0.208,4810.6,483.0
10KB,1000,0.203,4916.7,483.0
10KB,1000,0.201,4986.8,483.0
10KB,1000,0.199,5015.3,483.0
10KB,1000,0.200,5010.8,483.0
10KB,1000,0.201,4967.9,483.0
10KB,1000,0.217,4616.7,483.0
10KB,1000,0.211,4737.6,483.0
10KB,1000,0.211,4741.7,483.0
10KB,1000,0.216,4632.5,483.0
10KB,1000,0.221,4516.8,483.0
10KB,1000,0.217,4606.6,483.0
10KB,1000,0.214,4674.8,483.0
10KB,1000,0.212,4717.7,483.0
10KB,1000,0.205,4887.5,483.0
10KB,1000,0.208,4817.7,483.0
10KB,1000,0.212,4714.9,483.0
10KB,1000,0.206,4851.2,483.0
10KB,1000,0.214,4663.3,483.0
10KB,1000,0.223,4488.7,483.0
10KB,1000,0.206,4859.0,483.0
10KB,1000,0.217,4613.4,483.0
10KB,1000,0.211,4739.5,483.0
10KB,1000,0.206,4858.6,483.0
10KB,1000,0.214,4669.3,483.0
10KB,1000,0.213,4686.3,483.0
10KB,1000,0.220,4555.0,483.0
10KB,1000,0.212,4709.1,483.0
10KB,1000,0.206,4854.0,483.0
10KB,1000,0.208,4812.4,483.0
10KB,1000,0.210,4764.3,483.0
10KB,1000,0.198,5049.8,483.0
10KB,1000,0.202,4957.1,483.0
10KB,1000,0.201,4978.9,483.0
10KB,1000,0.209,4788.4,483.0
10KB,1000,0.206,4845.4,483.0
10KB,1000,0.205,4873.4,483.0
10KB,1000,0.227,4403.4,483.0
10KB,1000,0.205,4868.8,483.0
10KB,1000,0.206,4850.6,483.0
10KB,1000,0.209,4782.0,483.0
10KB,1000,0.197,5065.7,483.0
10KB,1000,0.212,4712.6,483.0
10KB,1000,0.200,4997.8,483.0
10KB,1000,0.200,5010.8,483.0
10KB,1000,0.221,4526.9,483.0
10KB,1000,0.207,4838.0,483.0
10KB,1000,0.204,4902.1,483.0
10KB,1000,0.195,5120.0,483.0
10KB,1000,0.201,4970.3,483.0
10KB,1000,0.198,5055.1,483.0
10KB,1000,0.193,5179.5,483.0
10KB,1000,0.203,4933.3,483.0
10KB,1000,0.204,4912.7,483.0
10KB,1000,0.222,4504.8,483.0
10KB,1000,0.219,4574.0,483.0
10KB,1000,0.237,4228.1,483.0
10KB,1000,0.209,4791.0,483.0
10KB,1000,0.240,4162.1,483.0
10KB,1000,0.207,4842.0,483.0
10KB,1000,0.228,4394.3,483.0
10KB,1000,0.204,4894.3,483.0
10KB,1000,0.195,5118.8,483.0
10KB,1000,0.200,5010.3,483.0
10KB,1000,0.199,5012.9,483.0
10KB,1000,0.204,4903.1,483.0
10KB,1000,0.206,4845.6,483.0
10KB,1000,0.204,4906.7,483.0
10KB,1000,0.202,4961.0,483.0
10KB,1000,0.205,4867.7,483.0
10KB,1000,0.207,4826.4,483.0
10KB,1000,0.209,4791.4,483.0
10KB,1000,0.215,4653.1,483.0
10KB,1000,0.227,4397.2,483.0
10KB,1000,0.198,5051.5,483.0
10KB,1000,0.207,4841.7,483.0
10KB,1000,0.205,4885.2,483.0
10KB,1000,0.219,4567.9,483.0
10KB,1000,0.206,4853.8,483.0
10KB,1000,0.204,4892.3,483.0
10KB,1000,0.206,4861.3,483.0
10KB,1000,0.219,4571.4,483.0
10KB,1000,0.205,4889.3,483.0
10KB,1000,0.209,4780.1,483.0
10KB,1000,0.211,4734.1,483.0
10KB,1000,0.207,4824.2,483.0
10KB,1000,0.221,4519.4,483.0
10KB,1000,0.205,4883.9,483.0
10KB,1000,0.214,4672.7,483.0
10KB,1000,0.219,4557.3,483.0
10KB,1000,0.212,4724.4,483.0
10KB,1000,0.210,4772.9,483.0
10KB,1000,0.222,4511.5,483.0
10KB,1000,0.205,4869.0,483.0
10KB,1000,0.209,4781.5,483.0
10KB,1000,0.221,4524.3,483.0
10KB,1000,0.216,4625.7,483.0
10KB,1000,0.213,4689.2,483.0
10KB,1000,0.220,4538.9,483.0
10KB,1000,0.206,4855.5,483.0
10KB,1000,0.214,4676.7,483.0
10KB,1000,0.216,4624.7,483.0
10KB,1000,0.222,4508.0,483.0
10KB,1000,0.216,4629.5,483.0
10KB,1000,0.228,4387.1,483.0
10KB,1000,0.216,4639.0,483.0
10KB,1000,0.231,4325.3,483.0
10KB,1000,0.234,4274.9,483.0
10KB,1000,0.218,4594.5,483.0
10KB,1000,0.210,4758.5,483.0
10KB,1000,0.219,4571.8,483.0
10KB,1000,0.216,4626.1,483.0
10KB,1000,0.219,4576.3,483.0
10KB,1000,0.218,4595.5,483.0
10KB,1000,0.226,4418.3,483.0
10KB,1000,0.212,4722.3,483.0
10KB,1000,0.226,4420.9,483.0
10KB,1000,0.221,4517.1,483.0
10KB,1000,0.328,3045.1,483.0
10KB,1000,0.265,3770.6,483.0
10KB,1000,0.209,4782.0,483.0
10KB,1000,0.228,4382.6,483.0
10KB,1000,0.216,4628.7,483.0
10KB,1000,0.218,4596.7,483.0
10KB,1000,0.225,4449.5,483.0
10KB,1000,0.210,4754.7,483.0
10KB,1000,0.210,4753.5,483.0
10KB,1000,0.223,4489.9,483.0
10KB,1000,0.214,4667.2,483.0
10KB,1000,0.217,4614.7,483.0
10KB,1000,0.214,4675.5,483.0
10KB,1000,0.214,4672.9,483.0
