Test name,Total connections,Duration,Conn Rate,Reply Size
4KB,1000,0.084,11937.9,483.0
4KB,1000,0.083,11990.1,483.0
4KB,1000,0.086,11635.8,483.0
4KB,1000,0.084,11964.7,483.0
4KB,1000,0.088,11392.6,483.0
4KB,1000,0.088,11378.0,483.0
4KB,1000,0.088,11391.1,483.0
4KB,1000,0.086,11565.0,483.0
4KB,1000,0.090,11118.0,483.0
4KB,1000,0.081,12302.8,483.0
4KB,1000,0.081,12397.1,483.0
4KB,1000,0.083,12090.7,483.0
4KB,1000,0.098,10181.2,483.0
4KB,1000,0.090,11139.8,483.0
4KB,1000,0.082,12169.6,483.0
4KB,1000,0.085,11753.2,483.0
4KB,1000,0.084,11969.9,483.0
4KB,1000,0.085,11701.7,483.0
10KB,1000,0.088,11328.1,483.0
10KB,1000,0.087,11459.8,483.0
10KB,1000,0.086,11581.5,483.0
10KB,1000,0.090,11115.9,483.0
10KB,1000,0.086,11597.7,483.0
10KB,1000,0.084,11878.0,483.0
10KB,1000,0.082,12179.2,483.0
10KB,1000,0.086,11659.4,483.0
10KB,1000,0.090,11086.2,483.0
10KB,1000,0.094,10608.4,483.0
10KB,1000,0.086,11603.5,483.0
10KB,1000,0.089,11214.5,483.0
10KB,1000,0.082,12226.9,483.0
10KB,1000,0.084,11871.7,483.0
10KB,1000,0.082,12269.8,483.0
10KB,1000,0.082,12180.1,483.0
10KB,1000,0.083,12029.8,483.0
10KB,1000,0.082,12236.8,483.0
10KB,1000,0.080,12449.3,483.0
10KB,1000,0.080,12428.9,483.0
10KB,1000,0.086,11628.3,483.0
10KB,1000,0.084,11880.3,483.0
10KB,1000,0.084,11846.2,483.0
10KB,1000,0.084,11946.7,483.0
10KB,1000,0.082,12249.8,483.0
10KB,1000,0.083,12030.5,483.0
10KB,1000,0.086,11641.6,483.0
10KB,1000,0.087,11457.9,483.0
10KB,1000,0.088,11373.1,483.0
10KB,1000,0.090,11139.2,483.0
10KB,1000,0.090,11080.6,483.0
10KB,1000,0.097,10259.6,483.0
10KB,1000,0.094,10599.3,483.0
10KB,1000,0.089,11190.1,483.0
10KB,1000,0.087,11497.8,483.0
10KB,1000,0.085,11756.8,483.0
10KB,1000,0.092,10816.2,483.0
10KB,1000,0.085,11805.3,483.0
10KB,1000,0.087,11531.2,483.0
10KB,1000,0.089,11241.5,483.0
10KB,1000,0.087,11518.9,483.0
10KB,1000,0.090,11143.2,483.0
10KB,1000,0.087,11495.2,483.0
10KB,1000,0.090,11151.4,483.0
10KB,1000,0.088,11332.3,483.0
10KB,1000,0.086,11659.6,483.0
10KB,1000,0.086,11666.7,483.0
10KB,1000,0.086,11663.2,483.0
10KB,1000,0.087,11542.9,483.0
10KB,1000,0.086,11586.3,483.0
10KB,1000,0.100,10015.7,483.0
10KB,1000,0.087,11441.2,483.0
10KB,1000,0.089,11282.0,483.0
10KB,1000,0.095,10580.0,483.0
10KB,1000,0.089,11237.6,483.0
10KB,1000,0.088,11355.0,483.0
10KB,1000,0.088,11368.4,483.0
10KB,1000,0.086,11671.3,483.0
10KB,1000,0.087,11478.7,483.0
10KB,1000,0.087,11529.1,483.0
10KB,1000,0.087,11478.3,483.0
10KB,1000,0.089,11234.9,483.0
10KB,1000,0.087,11498.2,483.0
10KB,1000,0.099,10081.5,483.0
10KB,1000,0.103,9674.0,483.0
10KB,1000,0.091,10977.3,483.0
10KB,1000,0.099,10147.6,483.0
10KB,1000,0.090,11105.6,483.0
10KB,1000,0.097,10291.3,483.0
10KB,1000,0.096,10403.6,483.0
10KB,1000,0.090,11123.0,483.0
10KB,1000,0.096,10363.4,483.0
10KB,1000,0.093,10716.0,483.0
10KB,1000,0.094,10674.1,483.0
10KB,1000,0.116,8627.8,483.0
10KB,1000,0.136,7326.4,483.0
10KB,1000,0.190,5256.8,483.0
10KB,1000,0.113,8829.2,483.0
10KB,1000,0.112,8958.1,483.0
10KB,1000,0.095,10558.2,483.0
10KB,1000,0.097,10307.6,483.0
10KB,1000,0.097,10295.6,483.0
10KB,1000,0.091,10962.1,483.0
10KB,1000,0.094,10640.9,483.0
10KB,1000,0.091,10987.4,483.0
10KB,1000,0.089,11222.1,483.0
10KB,1000,0.091,11047.9,483.0
10KB,1000,0.085,11707.4,483.0
10KB,1000,0.089,11274.3,483.0
10KB,1000,0.114,8773.5,483.0
10KB,1000,0.114,8741.6,483.0
10KB,1000,0.119,8399.5,483.0
10KB,1000,0.119,8418.2,483.0
10KB,1000,0.115,8714.3,483.0
10KB,1000,0.107,9369.9,483.0
10KB,1000,0.099,10123.7,483.0
10KB,1000,0.106,9420.4,483.0
10KB,1000,0.104,9603.9,483.0
10KB,1000,0.103,9748.5,483.0
10KB,1000,0.111,8998.4,483.0
10KB,1000,0.100,10024.4,483.0
10KB,1000,0.099,10104.8,483.0
10KB,1000,0.105,9515.5,483.0
10KB,1000,0.108,9273.8,483.0
10KB,1000,0.105,9521.9,483.0
10KB,1000,0.113,8875.3,483.0
10KB,1000,0.108,9289.7,483.0
10KB,1000,0.111,9024.6,483.0
10KB,1000,0.113,8829.0,483.0
10KB,1000,0.128,7783.1,483.0
10KB,1000,0.136,7360.4,483.0
10KB,1000,0.125,7988.8,483.0
10KB,1000,0.112,8892.2,483.0
10KB,1000,0.106,9473.3,483.0
10KB,1000,0.107,9341.8,483.0
10KB,1000,0.102,9798.1,483.0
10KB,1000,0.107,9365.8,483.0
10KB,1000,0.104,9589.7,483.0
10KB,1000,0.118,8494.4,483.0
10KB,1000,0.105,9512.2,483.0
10KB,1000,0.102,9819.6,483.0
10KB,1000,0.103,9732.9,483.0
10KB,1000,0.099,10067.6,483.0
10KB,1000,0.103,9754.7,483.0
10KB,1000,0.101,9895.9,483.0
10KB,1000,0.110,9092.0,483.0
10KB,1000,0.109,9174.0,483.0
10KB,1000,0.113,8857.9,483.0
10KB,1000,0.111,9024.9,483.0
10KB,1000,0.108,9233.1,483.0
10KB,1000,0.100,10005.9,483.0
10KB,1000,0.103,9736.9,483.0
10KB,1000,0.100,9986.5,483.0
10KB,1000,0.100,9963.2,483.0
10KB,1000,0.102,9756.6,483.0
10KB,1000,0.103,9680.2,483.0
10KB,1000,0.111,9017.4,483.0
10KB,1000,0.101,9897.7,483.0
10KB,1000,0.099,10145.2,483.0
10KB,1000,0.097,10264.3,483.0
10KB,1000,0.100,10045.0,483.0
10KB,1000,0.102,9758.8,483.0
10KB,1000,0.101,9861.8,483.0
10KB,1000,0.100,9951.7,483.0
